athlete_name,catapult_athlete_id,date,end_time,activity_name,athlete_weight,activity_id,athlete_jersey,start_time,position_name,team_name,month_name,day_name,field_time,bench_time,total_distance,total_duration,peak_player_load,total_player_load,total_2d_player_load,total_slow_player_load,total_1d_fwd_player_load,total_1d_side_player_load,total_1d_up_player_load,velocity_exertion,max_vel,peak_meta_power,equivalent_distance,meterage_per_minute
Lilly Reuscher,ad2c003d-9ca2-42b1-bc85-2440ab303b84,08/28/2025,1756429870.0,vs OSU 8.28.25,201,88e1bff8-138e-49f7-8d89-ba8bc68f57f8,4,1756422227.0,Centre Back,Rice WSOC,August,Thursday,6748.0,0.0,5.37702,6748.0,5.68434,862.33063,543.31476,330.87982,314.35619,375.82114,577.84386,55.85761,15.90304,77.95015,5.90129,76.9426
Lauren Pickup,ae01c819-c49a-41ef-aa65-20df1a8a40a9,08/28/2025,1756429870.0,vs OSU 8.28.25,201,88e1bff8-138e-49f7-8d89-ba8bc68f57f8,8,1756422227.0,Full Back,Rice WSOC,August,Thursday,3914.78,2833.22,4.03414,3914.78,4.59896,675.29712,414.96161,192.40215,227.9224,297.74575,458.80849,60.51121,15.37214,76.49908,4.57566,99.5047
Mariana Elizondo,c3d64405-eb5d-4fc0-a8df-06af8ad627bf,08/28/2025,1756429870.0,vs OSU 8.28.25,201,88e1bff8-138e-49f7-8d89-ba8bc68f57f8,10,1756422227.0,Central Midfielder,Rice WSOC,August,Thursday,3851.55,2896.45,3.80985,3851.55,5.63212,686.51617,412.49841,209.87738,258.93719,267.04368,482.21532,51.82607,14.69305,69.6339,4.23397,95.51512
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,08/28/2025,1756429870.0,vs OSU 8.28.25,201,88e1bff8-138e-49f7-8d89-ba8bc68f57f8,3,1756422227.0,Full Back,Rice WSOC,August,Thursday,6215.88,532.12,5.27452,6215.88,7.07836,1067.51855,663.81931,456.24768,406.24115,436.1122,695.8645,58.44657,18.30674,106.26397,6.029,81.93708
Chelsea Cross,d654a3c8-46fc-4466-b132-8b2ba7258344,08/28/2025,1756429870.0,vs OSU 8.28.25,201,88e1bff8-138e-49f7-8d89-ba8bc68f57f8,24,1756426494.0,Central Midfielder,Rice WSOC,August,Thursday,1315.76,2060.24,1.33676,1315.76,4.93507,256.69272,143.18758,69.90784,86.76938,94.92464,188.29314,17.35137,12.68347,62.71131,1.54808,98.10147
Olivia Duvall,d91f4f1a-979c-4c34-bb2f-a8b1f5176b9e,08/28/2025,1756429870.0,vs OSU 8.28.25,201,88e1bff8-138e-49f7-8d89-ba8bc68f57f8,14,1756422227.0,Wide Midfielder,Rice WSOC,August,Thursday,4409.03,2338.97,4.61134,4409.03,5.54687,685.45303,415.22224,213.64857,248.60708,279.96414,470.64197,59.25944,15.84519,109.12783,5.19004,100.9914
Betty Velkova,8b0cb352-4da9-4349-b147-77a3736ea957,08/28/2025,1756425599.0,vs OSU 8.28.25,201,88e1bff8-138e-49f7-8d89-ba8bc68f57f8,19,1756422227.0,Forward,Rice WSOC,August,Thursday,728.01,2643.99,0.51967,728.01,4.39331,98.3757,58.47499,35.58759,37.61265,36.63456,69.30652,6.71939,14.13829,68.20371,0.56768,68.92669
Piper Biziorek,fb332127-6268-4995-a140-9076566dc702,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,15,1756319304.14,Central Midfielder,Rice WSOC,August,Wednesday,2065.33,0.0,1.14212,2065.33,2.96453,192.93842,125.16146,119.91731,72.45785,86.53391,125.76644,9.16903,13.49554,80.38995,1.31534,53.39752
Isabelle Kent,6e66b652-d707-4f6a-86d3-61696dab1831,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,2,1756319304.14,Full Back,Rice WSOC,August,Wednesday,2065.32,0.0,0.97308,2065.33,4.05898,146.36181,90.2569,90.78997,55.39374,59.41364,98.84526,7.00974,12.02387,73.88861,1.08706,45.64858
Jordyn Mariam,f7e75558-805b-459d-b944-ec8d5a5beeac,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,5,1756319304.14,Wide Midfielder,Rice WSOC,August,Wednesday,2065.33,0.0,1.08911,2065.33,3.33668,201.74632,127.63852,106.98691,77.13973,85.83954,132.07334,9.74981,13.71146,88.00883,1.27467,50.91931
Jules Johnston,931babc9-289c-47bf-970a-22d756ac9f5a,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,25,1756319304.14,Forward,Rice WSOC,August,Wednesday,2065.33,0.0,1.00219,2065.33,4.06243,175.55198,108.36078,108.90105,62.61586,74.8026,120.6171,6.94901,13.85426,92.44424,1.13919,46.85536
Bailey Peek,1d2f6fbf-8215-4ae2-ae70-ed9d981fcd85,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,6,1756319304.14,Centre Back,Rice WSOC,August,Wednesday,2065.33,0.0,0.98578,2065.33,3.26184,148.79115,95.8638,86.98507,54.51487,67.02349,96.70165,6.523,14.24458,83.2868,1.1224,46.0885
Kenna Sanders,457dc155-bdf2-48cc-8a59-2f0b4ec42ae2,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,18,1756319304.14,Forward,Rice WSOC,August,Wednesday,2065.31,0.0,0.88644,2065.33,3.57859,162.67276,103.81139,107.69822,57.59779,73.69183,106.57529,5.93369,10.10186,55.88451,0.98607,41.78376
Jessica Molina,49ee30cf-715d-49d2-bfd4-f208c806a5db,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,16,1756319304.14,Forward,Rice WSOC,August,Wednesday,2065.33,0.0,0.86162,2065.33,3.29409,168.73027,110.27899,122.15968,73.12431,65.93477,109.31579,5.19943,13.36311,70.74614,0.98154,40.28323
Carsyn Martz,5ec6f0de-aa33-44a6-9b7e-676076c27478,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,20,1756319304.14,Centre Back,Rice WSOC,August,Wednesday,2065.33,0.0,0.9325,2065.33,3.54415,150.03991,93.35333,96.43442,56.81629,61.24161,101.50105,6.13559,12.82897,83.64697,1.05814,43.59708
Sophie Zhang,713ce913-8f9b-41cb-b395-b08e3e69186f,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,9,1756319304.14,Forward,Rice WSOC,August,Wednesday,2065.33,0.0,0.99578,2065.33,3.79825,184.01832,113.47817,109.30103,68.13232,76.08677,125.4824,7.10042,13.45083,84.50336,1.14414,46.55593
Kenzie Solomon,80afc22c-7b44-4cca-83af-4b9370cf2987,08/27/2025,1756322211.12,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,1,1756319304.14,Goalkeeper,Rice WSOC,August,Wednesday,2751.73,0.0,1.45962,2751.74,6.74162,282.13454,177.3961,201.59676,103.49598,121.81843,188.8202,9.18895,12.56764,80.46156,1.64106,52.0903
Taylor Rish,81828efc-2855-4216-a0d1-6a7c9201d5a0,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,7,1756319304.14,Full Back,Rice WSOC,August,Wednesday,2065.32,0.0,0.94926,2065.33,3.53626,155.83004,91.68168,86.62033,54.6873,61.79599,108.16863,6.07002,13.56155,86.924,1.10812,44.55352
Leah Chancey,85ed14d3-34f0-42fc-8477-c03064e998f4,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,23,1756319304.14,Forward,Rice WSOC,August,Wednesday,2065.32,0.0,1.04746,2065.33,3.68071,190.53072,120.37364,117.77275,74.54017,78.26861,126.70153,7.71126,12.56538,77.67578,1.19479,49.8893
Betty Velkova,8b0cb352-4da9-4349-b147-77a3736ea957,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,19,1756319304.14,Forward,Rice WSOC,August,Wednesday,2065.33,0.0,1.09827,2065.33,3.93632,189.59653,112.63737,103.51273,68.91608,73.74263,133.12666,8.29735,13.08581,72.39448,1.24636,51.34738
Jadyn Jaeger,8e9bb6cd-180e-47be-afa1-39abe9300b25,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,11,1756319304.14,Full Back,Rice WSOC,August,Wednesday,2065.33,0.0,0.66652,2065.33,2.61846,103.65555,64.0543,60.57602,40.57762,40.92324,70.7851,4.70144,14.88943,86.73035,0.78024,31.1617
Megan Sweeney,76ec7312-9b6e-4355-a747-4de0c8e2d8b9,08/27/2025,1756322211.12,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,0,1756319304.14,Goalkeeper,Rice WSOC,August,Wednesday,2751.74,0.0,0.7109,2751.74,4.32483,132.69018,86.45095,81.22193,57.26073,52.84372,86.236,5.65259,13.7355,77.4501,0.83225,24.94616
Eileen Albers,943afa05-aaac-4426-ba0c-1ebef4e76cb7,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,12,1756319304.14,Forward,Rice WSOC,August,Wednesday,2065.33,0.0,1.0459,2065.33,3.43722,181.68132,105.8101,99.56993,66.16232,68.9044,129.89395,7.15446,13.2424,83.18025,1.24667,48.89919
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,3,1756319304.14,Full Back,Rice WSOC,August,Wednesday,2065.32,0.0,0.82678,2065.33,3.52718,176.35146,112.0281,116.0268,64.9072,76.75848,113.973,6.65386,13.02019,87.32224,0.95348,38.95651
Allie Love,99ee597d-39b8-4fb7-9c63-0d052a15c0a8,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,17,1756319304.14,Central Midfielder,Rice WSOC,August,Wednesday,2065.32,0.0,1.16152,2065.33,3.66158,208.91563,130.79432,127.27605,80.3747,85.80556,140.55228,9.536,12.93985,66.90797,1.32642,54.51229
Mia Brumlow,e9141800-8f9c-4a98-8265-2ae17f48913e,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,13,1756319304.14,Wide Midfielder,Rice WSOC,August,Wednesday,2065.33,0.0,0.94234,2065.33,4.41309,150.70516,94.95262,89.83171,58.22093,62.73666,101.63627,6.22634,12.79869,83.42955,1.07226,44.05754
Camille Quarterman,e710b8f7-8542-490c-80f0-c110cb9ed839,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,33,1756319304.14,Wide Midfielder,Rice WSOC,August,Wednesday,2065.32,0.0,0.66527,2065.33,3.74152,119.27,78.13897,75.27874,49.2718,50.63937,76.51082,4.8501,14.45388,103.24716,0.80004,31.3465
Olivia Duvall,d91f4f1a-979c-4c34-bb2f-a8b1f5176b9e,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,14,1756319304.14,Wide Midfielder,Rice WSOC,August,Wednesday,2065.31,0.0,0.97978,2065.33,3.33219,150.82877,95.52788,96.26149,59.29158,62.26438,99.96607,7.07456,13.49712,104.77671,1.11601,46.66176
Chelsea Cross,d654a3c8-46fc-4466-b132-8b2ba7258344,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,24,1756319304.14,Central Midfielder,Rice WSOC,August,Wednesday,2065.32,0.0,1.05597,2065.33,4.10694,191.24019,123.39324,118.05419,80.42853,76.4369,124.32841,6.87704,12.90798,63.09036,1.23014,49.75574
Sam Walker,ce80f564-5fb7-4c34-8faf-d75015152871,08/27/2025,1756322211.12,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,30,1756319304.14,Goalkeeper,Rice WSOC,August,Wednesday,2751.74,0.0,1.41627,2751.74,5.19723,293.83891,190.38981,201.24483,113.31764,127.44714,191.93344,8.45095,15.41024,86.6408,1.6521,49.69793
Lauren Pickup,ae01c819-c49a-41ef-aa65-20df1a8a40a9,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,8,1756319304.14,Full Back,Rice WSOC,August,Wednesday,2065.33,0.0,1.01408,2065.33,3.00121,175.11304,116.56431,110.90774,68.80961,79.50817,111.81602,7.72398,13.67519,87.55666,1.20286,47.41158
Lilly Reuscher,ad2c003d-9ca2-42b1-bc85-2440ab303b84,08/27/2025,1756321486.75,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,4,1756319304.14,Centre Back,Rice WSOC,August,Wednesday,2065.33,0.0,1.01819,2065.33,3.23833,186.89922,118.02632,116.23301,65.62034,83.5187,124.05233,7.52591,13.96885,89.41592,1.1797,47.60369
Kirsten Ruf,9a8fba27-951b-4253-aac1-ae31800ac075,08/27/2025,1756322211.12,Prep 8.27.25,201,52433fbc-9f84-4abd-8aa1-1620e7c4b5bc,22,1756319304.14,Goalkeeper,Rice WSOC,August,Wednesday,2751.74,0.0,1.29046,2751.74,5.04917,262.74675,171.45886,165.32409,108.2613,110.69821,168.85117,7.17481,14.01558,84.19598,1.50625,45.28329
Laurel Kelley,a3fa5f45-c40a-44d8-ae81-6ac82f3fc9ef,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,21,1756239904.0,Forward,Rice WSOC,August,Tuesday,2071.0,0.0,1.15924,2071.0,4.93146,231.70721,149.94207,122.71076,89.47221,101.2513,152.81636,8.91046,17.0058,84.64146,1.32506,54.04972
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,3,1756239904.0,Full Back,Rice WSOC,August,Tuesday,2071.0,0.0,1.05855,2071.0,6.85904,246.46121,158.2885,151.01223,99.54763,100.01802,156.16978,8.33075,20.28021,121.15953,1.18057,49.35526
Lilly Reuscher,ad2c003d-9ca2-42b1-bc85-2440ab303b84,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,4,1756239904.0,Centre Back,Rice WSOC,August,Tuesday,2071.0,0.0,0.98842,2071.0,4.20273,180.85976,112.18811,100.88009,60.13008,81.47521,122.33724,8.78694,17.70205,90.0129,1.10788,46.08516
Lauren Pickup,ae01c819-c49a-41ef-aa65-20df1a8a40a9,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,8,1756239904.0,Full Back,Rice WSOC,August,Tuesday,2071.0,0.0,1.35554,2071.0,4.40915,248.68975,163.38016,127.50701,99.51296,108.47601,160.18798,12.0121,16.96695,92.61641,1.54397,63.20199
Mariana Elizondo,c3d64405-eb5d-4fc0-a8df-06af8ad627bf,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,10,1756239904.0,Central Midfielder,Rice WSOC,August,Tuesday,2071.0,0.0,1.26804,2071.0,3.98849,251.47091,153.62964,119.85426,99.13822,97.09414,174.10109,11.06078,17.03139,77.34039,1.41761,59.12248
Sam Walker,ce80f564-5fb7-4c34-8faf-d75015152871,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,30,1756239904.0,Goalkeeper,Rice WSOC,August,Tuesday,2071.0,0.0,1.05653,2071.0,5.51162,197.54452,125.628,117.53206,73.38117,85.32267,131.73248,9.05243,16.70754,88.02484,1.20186,49.26087
Piper Biziorek,fb332127-6268-4995-a140-9076566dc702,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,15,1756239904.0,Central Midfielder,Rice WSOC,August,Tuesday,2071.0,0.0,1.30534,2071.0,4.35953,240.67975,151.46668,120.76496,90.09681,102.02385,163.72367,13.34354,17.16003,89.57499,1.48779,60.86158
Chelsea Cross,d654a3c8-46fc-4466-b132-8b2ba7258344,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,24,1756239904.0,Central Midfielder,Rice WSOC,August,Tuesday,2071.0,0.0,1.08845,2071.0,3.93077,201.27222,118.09148,111.59717,71.73799,78.1793,142.72852,8.76123,15.67501,72.51263,1.23085,50.74919
Olivia Duvall,d91f4f1a-979c-4c34-bb2f-a8b1f5176b9e,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,14,1756239904.0,Wide Midfielder,Rice WSOC,August,Tuesday,2071.0,0.0,1.15383,2071.0,3.95984,180.79156,117.00396,91.46613,71.19098,77.75325,117.89607,12.55175,17.65078,100.04433,1.26897,53.79749
Camille Quarterman,e710b8f7-8542-490c-80f0-c110cb9ed839,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,33,1756239904.0,Wide Midfielder,Rice WSOC,August,Tuesday,2071.0,0.0,1.16308,2071.0,4.89037,211.63978,132.5171,111.00911,82.40195,86.44958,142.16825,11.01123,18.90062,108.36002,1.32709,54.22873
Mia Brumlow,e9141800-8f9c-4a98-8265-2ae17f48913e,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,13,1756239904.0,Wide Midfielder,Rice WSOC,August,Tuesday,2071.0,0.0,1.08304,2071.0,4.09681,203.09602,129.27309,108.05513,82.19646,82.57731,136.17091,10.51786,17.64695,91.32663,1.2193,50.49691
Jordyn Mariam,f7e75558-805b-459d-b944-ec8d5a5beeac,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,5,1756239904.0,Wide Midfielder,Rice WSOC,August,Tuesday,2071.0,0.0,1.16794,2071.0,3.65402,230.89619,147.71438,110.16216,85.9717,101.81411,148.86989,15.53411,16.76247,87.52422,1.30992,54.45549
Allie Love,99ee597d-39b8-4fb7-9c63-0d052a15c0a8,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,17,1756239904.0,Central Midfielder,Rice WSOC,August,Tuesday,2071.0,0.0,1.17225,2071.0,4.87286,213.81932,139.01463,123.73293,84.81001,91.3917,138.86833,9.83711,16.06267,76.52045,1.29948,54.65624
Kirsten Ruf,9a8fba27-951b-4253-aac1-ae31800ac075,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,22,1756239904.0,Goalkeeper,Rice WSOC,August,Tuesday,2071.0,0.0,1.00035,2071.0,4.62984,193.43602,125.91075,115.87644,78.18141,81.98913,125.98552,7.29382,16.47207,84.6236,1.13667,46.64127
Naija Bruckner,59840313-0841-4a21-a5b5-b8b24cad01b8,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,28,1756245510.0,Central Midfielder,Rice WSOC,August,Tuesday,3077.98,0.0,2.19197,3077.98,5.02391,418.2507,249.50104,166.99083,150.98003,166.23206,293.78947,27.66932,13.6074,74.96377,2.46241,68.76536
Eileen Albers,943afa05-aaac-4426-ba0c-1ebef4e76cb7,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,12,1756239904.0,Forward,Rice WSOC,August,Tuesday,2071.0,0.0,1.1883,2071.0,4.5687,210.40031,121.09715,95.86152,75.95534,78.24438,152.40703,9.85107,17.85678,98.08426,1.32009,55.40486
Sophie Zhang,713ce913-8f9b-41cb-b395-b08e3e69186f,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,9,1756245510.0,Forward,Rice WSOC,August,Tuesday,3077.98,0.0,2.20181,3077.98,4.54447,429.6675,269.24266,182.75488,158.56604,182.34034,288.62874,25.48447,14.43627,81.19822,2.46817,69.07384
Kenzie Solomon,80afc22c-7b44-4cca-83af-4b9370cf2987,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,1,1756245510.0,Goalkeeper,Rice WSOC,August,Tuesday,3077.98,0.0,1.14488,3077.98,4.95684,174.20125,111.22763,141.55376,61.95355,79.08925,113.31716,8.00011,9.1748,74.08566,1.23804,35.91638
Taylor Rish,81828efc-2855-4216-a0d1-6a7c9201d5a0,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,7,1756245510.0,Full Back,Rice WSOC,August,Tuesday,3077.98,0.0,2.12868,3077.98,4.16804,274.15676,153.72151,113.29942,97.92213,97.41002,201.3385,25.10407,16.71768,79.4085,2.39037,66.77969
Jadyn Jaeger,8e9bb6cd-180e-47be-afa1-39abe9300b25,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,11,1756245510.0,Full Back,Rice WSOC,August,Tuesday,3077.98,0.0,2.4657,3077.98,3.30152,330.39157,199.0342,132.7848,131.92181,123.09564,234.19942,34.33891,13.60092,72.34854,2.7162,77.35239
Eileen Albers,943afa05-aaac-4426-ba0c-1ebef4e76cb7,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,12,1756245510.0,Forward,Rice WSOC,August,Tuesday,3077.98,0.0,2.12798,3077.98,3.98846,354.36271,195.90824,129.32608,120.93577,129.20848,263.90896,25.93779,14.76314,75.4077,2.34223,66.75771
Allie Love,99ee597d-39b8-4fb7-9c63-0d052a15c0a8,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,17,1756245510.0,Central Midfielder,Rice WSOC,August,Tuesday,3077.98,0.0,2.50322,3077.98,4.35446,414.40059,264.26653,163.72265,157.68176,176.88037,273.46406,34.24106,15.0141,71.83304,2.80669,78.52974
Kirsten Ruf,9a8fba27-951b-4253-aac1-ae31800ac075,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,22,1756245510.0,Goalkeeper,Rice WSOC,August,Tuesday,3077.98,0.0,1.42019,3077.98,5.19796,204.69567,129.9907,141.87615,79.15026,86.43486,135.3754,9.95001,11.68371,87.50558,1.5738,44.55354
Laurel Kelley,a3fa5f45-c40a-44d8-ae81-6ac82f3fc9ef,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,21,1756245510.0,Forward,Rice WSOC,August,Tuesday,3077.96,0.0,2.08428,3077.98,4.29077,365.35051,233.42114,155.61746,136.54571,160.91088,243.26737,26.02529,15.45456,74.86702,2.34719,65.41664
Lilly Reuscher,ad2c003d-9ca2-42b1-bc85-2440ab303b84,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,4,1756245510.0,Centre Back,Rice WSOC,August,Tuesday,3077.98,0.0,1.8712,3077.98,3.70603,317.45369,196.34922,136.42488,98.89523,147.8692,213.66522,19.36631,14.7466,71.52695,2.02726,58.70235
Lauren Pickup,ae01c819-c49a-41ef-aa65-20df1a8a40a9,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,8,1756245510.0,Full Back,Rice WSOC,August,Tuesday,3077.98,0.0,2.00347,3077.98,3.84205,342.5167,223.80357,154.09332,128.6367,155.02674,221.83099,25.83579,14.44286,80.64155,2.29323,62.85181
Mariana Elizondo,c3d64405-eb5d-4fc0-a8df-06af8ad627bf,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,10,1756245510.0,Central Midfielder,Rice WSOC,August,Tuesday,3077.98,0.0,2.43893,3077.98,3.50162,456.79672,281.38043,180.37858,182.01515,178.73029,314.13459,32.79116,13.17481,61.68881,2.68792,76.51257
Sam Walker,ce80f564-5fb7-4c34-8faf-d75015152871,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,30,1756245510.0,Goalkeeper,Rice WSOC,August,Tuesday,3077.98,0.0,1.39053,3077.98,7.45645,244.46517,160.90395,145.06066,95.82341,107.77386,155.98929,11.50037,11.43036,106.6019,1.57574,43.62292
Dayo Tennyson,d0c5a2ec-d0d5-4ae1-bc9f-ae270bfc51e9,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,3,1756245510.0,Full Back,Rice WSOC,August,Tuesday,3077.98,0.0,1.98245,3077.98,5.10756,415.3184,260.81241,205.65815,152.16598,177.51164,270.56096,21.65541,15.41645,75.67624,2.22251,62.19234
Chelsea Cross,d654a3c8-46fc-4466-b132-8b2ba7258344,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,24,1756245747.38,Central Midfielder,Rice WSOC,August,Tuesday,2864.98,0.0,2.25757,2864.98,3.73921,367.86176,214.37901,140.29316,125.7392,146.00558,260.99649,30.61517,14.80115,64.92638,2.53997,76.08856
Olivia Duvall,d91f4f1a-979c-4c34-bb2f-a8b1f5176b9e,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,14,1756245510.0,Wide Midfielder,Rice WSOC,August,Tuesday,3077.98,0.0,1.25657,3077.98,3.68056,185.87294,120.4532,100.02187,70.95985,82.48428,120.76287,13.60511,14.20498,72.82817,1.39407,39.42044
Camille Quarterman,e710b8f7-8542-490c-80f0-c110cb9ed839,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,33,1756245510.0,Wide Midfielder,Rice WSOC,August,Tuesday,3077.98,0.0,1.64386,3077.98,4.42283,280.85714,174.5408,130.75455,104.6058,118.03741,188.28968,20.19019,16.00159,65.7799,1.80683,51.57022
Megan Sweeney,76ec7312-9b6e-4355-a747-4de0c8e2d8b9,08/26/2025,1756248730.54,Organizational pt. 2 8.27.25,201,c2841eea-ece7-4e48-805c-c184296359c5,0,1756245510.0,Goalkeeper,Rice WSOC,August,Tuesday,3077.98,0.0,0.83768,3077.98,4.21516,149.24759,-13.05199,-12.04432,-8.98225,-7.62828,-13.5665,5.97543,10.83668,56.37386,0.90055,26.27914
Jadyn Jaeger,8e9bb6cd-180e-47be-afa1-39abe9300b25,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,11,1756239904.0,Full Back,Rice WSOC,August,Tuesday,2071.0,0.0,1.27353,2071.0,3.12679,196.86224,122.89221,107.76209,81.8946,74.63348,135.346,11.62888,17.43672,97.74682,1.42822,59.37836
Kenna Sanders,457dc155-bdf2-48cc-8a59-2f0b4ec42ae2,08/26/2025,1756242102.0,Organizational 8.27.25,201,739f1f69-3c8f-44df-8648-f67aadbff62a,18,1756239904.0,Forward,Rice WSOC,August,Tuesday,2071.0,0.0,1.09113,2071.0,3.97451,208.88472,129.40728,118.97758,74.14072,89.98737,140.82971,8.88315,15.3538,61.1357,1.18587,50.8741
