date,athlete_name,Peak Power / BM,grid_week
10/01/2024,Kat Lazor,57.70366666666666,18
10/01/2024,Mariana Elizondo,57.35,18
10/01/2024,Sophie Zhang,56.01066666666667,18
10/01/2024,Allison Padron,53.52333333333333,18
10/01/2024,Natalie Diaz,45.092000000000006,18
10/01/2024,Jules Johnston,54.881,18
10/01/2024,Naija Bruckner,64.74866666666667,18
10/01/2024,Jessica Molina,59.145,18
10/01/2024,Claire Tracy,44.851333333333336,18
10/01/2024,Kallie McKinney,54.97666666666667,18
10/01/2024,Bailey Peek,51.296,18
10/01/2024,Gabriela Quintero,46.678666666666665,18
10/01/2024,Catarina Albuquerque,56.77,18
10/01/2024,Megan Sweeney,48.779,18
10/01/2024,Taylor Rish,58.744,18
10/01/2024,Carsyn Martz,63.846666666666664,18
10/01/2024,Allie Love,53.62533333333334,18
10/01/2024,Dayo Tennyson,70.07533333333333,18
10/01/2024,Camille Quarterman,56.519000000000005,18
10/01/2024,Piper Biziorek,44.77066666666667,18
10/01/2024,Natalie Gorji,52.5055,18
10/01/2024,Kenna Sanders,45.63633333333333,18
10/01/2024,Mia Brumlow,48.746,18
10/01/2024,Betty Velkova,43.27700000000001,18
10/01/2024,Isabelle Kent,47.419,18
10/01/2024,Kirsten Ruf,63.464,18
10/03/2024,Jordyn Mariam,56.42966666666666,18
10/03/2024,Jessica Molina,56.96866666666667,18
10/03/2024,Carsyn Martz,70.264,18
10/03/2024,Jules Johnston,56.86833333333334,18
10/03/2024,Natalie Gorji,55.34133333333333,18
10/03/2024,Mikala Furuto,53.842000000000006,18
10/03/2024,Faith Hutchins,57.565,18
10/03/2024,Allison Padron,53.770999999999994,18
10/03/2024,Camille Quarterman,59.980333333333334,18
10/03/2024,Naija Bruckner,59.782333333333334,18
10/03/2024,Natalie Diaz,46.245000000000005,18
10/03/2024,Mia Brumlow,49.22466666666667,18
10/03/2024,Betty Velkova,46.59033333333334,18
10/03/2024,Taylor Rish,56.37533333333334,18
10/03/2024,Catarina Albuquerque,57.047333333333334,18
10/03/2024,Kat Lazor,53.169,18
10/03/2024,Lilly Reuscher,59.151,18
10/03/2024,Dayo Tennyson,65.61166666666666,18
10/03/2024,Megan Sweeney,51.20766666666666,18
10/03/2024,Sophie Zhang,56.844,18
10/03/2024,Kirsten Ruf,63.095,18
10/03/2024,Claire Tracy,45.022,18
10/03/2024,Kallie McKinney,52.2785,18
10/03/2024,Bailey Peek,55.32933333333333,18
10/03/2024,Gabriela Quintero,49.644000000000005,18
10/03/2024,Piper Biziorek,43.76733333333333,18
10/03/2024,Kenna Sanders,50.67033333333333,18
10/03/2024,Mariana Elizondo,53.756,18
10/13/2024,Lilly Reuscher,59.440333333333335,19
10/13/2024,Kat Lazor,53.94133333333334,19
10/13/2024,Dayo Tennyson,68.63233333333334,19
10/13/2024,Megan Sweeney,48.209,19
10/13/2024,Claire Tracy,42.339333333333336,19
10/13/2024,Kirsten Ruf,58.010333333333335,19
10/13/2024,Allie Love,52.14266666666666,19
10/13/2024,Camille Quarterman,55.84433333333333,19
10/13/2024,Natalie Diaz,41.687000000000005,19
10/13/2024,Naija Bruckner,67.79133333333334,19
10/13/2024,Bailey Peek,54.47466666666667,19
10/13/2024,Mariana Elizondo,53.74866666666667,19
10/13/2024,Kallie McKinney,50.863,19
10/13/2024,Jules Johnston,55.225,19
10/13/2024,Catarina Albuquerque,54.274,19
10/13/2024,Taylor Rish,47.971,19
10/13/2024,Kenna Sanders,43.885333333333335,19
10/13/2024,Carsyn Martz,63.33866666666666,19
10/13/2024,Natalie Gorji,51.33166666666667,19
10/13/2024,Mikala Furuto,54.050999999999995,19
10/13/2024,Piper Biziorek,43.392,19
10/13/2024,Sophie Zhang,57.30833333333334,19
10/13/2024,Jordyn Mariam,52.701,19
10/13/2024,Betty Velkova,44.064,19
10/13/2024,Mia Brumlow,50.020999999999994,19
10/13/2024,Gabriela Quintero,46.1525,19
10/13/2024,Faith Hutchins,54.046,19
10/13/2024,Jessica Molina,58.129,19
10/23/2024,Megan Sweeney,48.79266666666666,21
10/23/2024,Natalie Diaz,44.681666666666665,21
10/23/2024,Naija Bruckner,66.4195,21
10/23/2024,Bailey Peek,55.64366666666666,21
10/23/2024,Taylor Rish,53.345,21
10/23/2024,Lauren Pickup,51.86433333333333,21
10/23/2024,Allison Padron,48.36033333333333,21
10/23/2024,Jordyn Mariam,55.19433333333333,21
10/23/2024,Carsyn Martz,61.6335,21
10/23/2024,Sophie Zhang,55.976,21
10/23/2024,Jules Johnston,56.5965,21
10/23/2024,Faith Hutchins,57.013,21
10/23/2024,Kat Lazor,54.35366666666667,21
10/23/2024,Natalie Gorji,54.8015,21
10/23/2024,Catarina Albuquerque,57.68233333333333,21
10/23/2024,Jessica Molina,57.666,21
10/23/2024,Kirsten Ruf,57.55833333333334,21
10/23/2024,Mia Brumlow,50.80133333333333,21
10/23/2024,Betty Velkova,41.23833333333334,21
10/23/2024,Allie Love,55.135,21
10/23/2024,Dayo Tennyson,66.811,21
10/23/2024,Camille Quarterman,62.0855,21
10/23/2024,Lilly Reuscher,61.639,21
10/23/2024,Piper Biziorek,48.185,21
10/23/2024,Mariana Elizondo,51.696333333333335,21
10/23/2024,Kallie McKinney,53.29333333333333,21
10/27/2024,Lilly Reuscher,57.4525,21
10/27/2024,Megan Sweeney,46.824333333333335,21
10/27/2024,Kirsten Ruf,56.816,21
10/27/2024,Mia Brumlow,52.480500000000006,21
10/27/2024,Dayo Tennyson,65.7495,21
10/27/2024,Carsyn Martz,65.58633333333334,21
10/27/2024,Catarina Albuquerque,57.556999999999995,21
10/27/2024,Naija Bruckner,69.861,21
10/27/2024,Bailey Peek,54.311,21
10/27/2024,Jessica Molina,55.811,21
10/27/2024,Allie Love,53.323,21
10/27/2024,Claire Tracy,42.745000000000005,21
10/27/2024,Jules Johnston,56.07033333333334,21
10/27/2024,Kenna Sanders,41.843333333333334,21
10/27/2024,Kat Lazor,53.03033333333334,21
10/27/2024,Sophie Zhang,56.553333333333335,21
10/27/2024,Jordyn Mariam,55.357,21
10/27/2024,Taylor Rish,54.7505,21
10/27/2024,Natalie Gorji,52.773,21
10/27/2024,Mikala Furuto,53.17466666666667,21
10/27/2024,Lauren Pickup,51.970333333333336,21
10/27/2024,Natalie Diaz,44.784,21
10/27/2024,Gabriela Quintero,48.23766666666666,21
10/27/2024,Mariana Elizondo,53.15233333333333,21
10/27/2024,Allison Padron,49.99533333333333,21
10/27/2024,Betty Velkova,43.560333333333325,21
10/27/2024,Piper Biziorek,47.09166666666666,21
10/27/2024,Faith Hutchins,55.008,21
10/27/2024,Kallie McKinney,53.184,21
10/27/2024,Camille Quarterman,58.095666666666666,21
10/30/2024,Megan Sweeney,45.829,22
10/30/2024,Gabriela Quintero,50.831,22
10/30/2024,Mia Brumlow,49.06766666666667,22
10/30/2024,Mikala Furuto,51.717666666666666,22
10/30/2024,Kirsten Ruf,57.40633333333333,22
10/30/2024,Natalie Gorji,56.013666666666666,22
10/30/2024,Faith Hutchins,53.487,22
10/30/2024,Catarina Albuquerque,59.923,22
10/30/2024,Jules Johnston,55.968,22
10/30/2024,Allie Love,51.605333333333334,22
10/30/2024,Mariana Elizondo,51.1535,22
10/30/2024,Carsyn Martz,64.65933333333334,22
10/30/2024,Lauren Pickup,52.7355,22
10/30/2024,Kenna Sanders,42.221,22
10/30/2024,Jordyn Mariam,54.38966666666666,22
10/30/2024,Kallie McKinney,55.45666666666667,22
10/30/2024,Kat Lazor,52.66,22
10/30/2024,Sophie Zhang,57.43633333333333,22
10/30/2024,Lilly Reuscher,59.947,22
10/30/2024,Naija Bruckner,70.02,22
10/30/2024,Dayo Tennyson,67.17766666666667,22
10/30/2024,Camille Quarterman,55.548,22
10/30/2024,Taylor Rish,51.6795,22
10/30/2024,Camille Quarterman,60.60766666666667,22
10/30/2024,Piper Biziorek,49.835,22
10/30/2024,Allison Padron,51.6035,22
11/12/2024,Naija Bruckner,55.4045,24
11/12/2024,Naija Bruckner,54.36833333333334,24
01/13/2025,Lauren Pickup,51.302,33
01/13/2025,Sophie Zhang,55.85166666666667,33
01/13/2025,Jessica Molina,53.23066666666667,33
01/13/2025,Jules Johnston,52.653333333333336,33
01/13/2025,Carsyn Martz,58.843,33
01/13/2025,Kenna Sanders,44.696666666666665,33
01/13/2025,Taylor Rish,50.03066666666666,33
01/13/2025,Kirsten Ruf,55.62566666666667,33
01/13/2025,Piper Biziorek,45.324333333333335,33
01/13/2025,Kallie McKinney,50.06766666666667,33
01/13/2025,Bailey Peek,53.01166666666666,33
01/13/2025,Mariana Elizondo,53.465,33
01/13/2025,Dayo Tennyson,61.43166666666667,33
01/13/2025,Lilly Reuscher,58.19433333333333,33
01/13/2025,Camille Quarterman,53.209666666666664,33
01/13/2025,Allie Love,49.281,33
01/13/2025,Jordyn Mariam,50.61966666666667,33
01/13/2025,Megan Sweeney,48.775,33
01/13/2025,Mia Brumlow,47.288999999999994,33
01/13/2025,Betty Velkova,42.907999999999994,33
01/27/2025,Sophie Zhang,54.285,35
01/27/2025,Taylor Rish,52.529,35
01/27/2025,Megan Sweeney,48.82233333333334,35
01/27/2025,Kirsten Ruf,56.940333333333335,35
01/27/2025,Naija Bruckner,44.018,35
01/27/2025,Allie Love,52.257666666666665,35
01/27/2025,Betty Velkova,48.415666666666674,35
01/27/2025,Jessica Molina,54.41833333333333,35
01/27/2025,Dayo Tennyson,63.657,35
01/27/2025,Carsyn Martz,58.21966666666666,35
01/27/2025,Kallie McKinney,53.55766666666667,35
01/27/2025,Lilly Reuscher,60.35466666666667,35
01/27/2025,Kenna Sanders,46.38566666666667,35
01/27/2025,Piper Biziorek,42.77633333333333,35
01/27/2025,Mariana Elizondo,55.85633333333333,35
01/27/2025,Bailey Peek,56.74066666666667,35
01/27/2025,Jules Johnston,53.98933333333333,35
01/27/2025,Mia Brumlow,50.806,35
01/27/2025,Jordyn Mariam,55.736,35
01/27/2025,Lauren Pickup,49.32266666666667,35
01/27/2025,Camille Quarterman,60.94766666666667,35
01/28/2025,Jules Johnston,54.434333333333335,35
01/28/2025,Bailey Peek,53.28333333333333,35
01/28/2025,Mariana Elizondo,54.68133333333333,35
01/28/2025,Carsyn Martz,56.279,35
02/03/2025,Sophie Zhang,57.31133333333333,36
02/03/2025,Allie Love,51.08266666666666,36
02/03/2025,Kirsten Ruf,59.120666666666665,36
02/03/2025,Dayo Tennyson,69.65033333333334,36
02/03/2025,Betty Velkova,49.09366666666667,36
02/03/2025,Jessica Molina,56.30233333333334,36
02/03/2025,Taylor Rish,56.76266666666667,36
02/03/2025,Lilly Reuscher,62.09266666666667,36
02/03/2025,Kallie McKinney,59.04333333333333,36
02/03/2025,Carsyn Martz,62.14933333333334,36
02/03/2025,Lauren Pickup,56.23233333333334,36
02/03/2025,Piper Biziorek,50.59766666666667,36
02/03/2025,Kenna Sanders,46.894666666666666,36
02/03/2025,Mia Brumlow,50.43033333333333,36
02/03/2025,Bailey Peek,57.007000000000005,36
02/03/2025,Mariana Elizondo,54.05533333333333,36
02/03/2025,Jordyn Mariam,59.22166666666667,36
02/03/2025,Camille Quarterman,65.63933333333334,36
02/11/2025,Betty Velkova,46.666,37
02/11/2025,Lilly Reuscher,62.209333333333326,37
02/11/2025,Lauren Pickup,53.306,37
02/11/2025,Jessica Molina,51.52733333333333,37
02/11/2025,Kirsten Ruf,56.99700000000001,37
02/11/2025,Mia Brumlow,49.665666666666674,37
02/11/2025,Megan Sweeney,48.73166666666666,37
02/11/2025,Taylor Rish,53.397333333333336,37
02/11/2025,Dayo Tennyson,63.641333333333336,37
02/11/2025,Piper Biziorek,44.13433333333333,37
02/11/2025,Jules Johnston,53.77533333333333,37
02/11/2025,Carsyn Martz,58.407999999999994,37
02/11/2025,Bailey Peek,54.029666666666664,37
02/11/2025,Sophie Zhang,56.284333333333336,37
02/11/2025,Kallie McKinney,53.22733333333334,37
02/12/2025,Mariana Elizondo,54.918000000000006,37
02/12/2025,Kenna Sanders,47.43233333333333,37
02/12/2025,Jordyn Mariam,58.91733333333334,37
02/12/2025,Mia Brumlow,50.72,37
02/17/2025,Betty Velkova,50.70533333333333,38
02/17/2025,Jessica Molina,61.489666666666665,38
02/17/2025,Camille Quarterman,64.71833333333333,38
02/17/2025,Kirsten Ruf,58.00366666666667,38
02/17/2025,Megan Sweeney,52.553,38
02/17/2025,Taylor Rish,56.894666666666666,38
02/17/2025,Lilly Reuscher,62.215,38
02/17/2025,Kallie McKinney,52.57033333333334,38
02/17/2025,Lauren Pickup,56.32066666666666,38
02/17/2025,Dayo Tennyson,70.89366666666666,38
02/17/2025,Jordyn Mariam,56.67433333333333,38
02/17/2025,Mia Brumlow,51.633,38
02/17/2025,Jules Johnston,54.04833333333334,38
02/17/2025,Piper Biziorek,48.504,38
02/17/2025,Kenna Sanders,47.56033333333334,38
02/17/2025,Mariana Elizondo,58.37266666666667,38
02/17/2025,Bailey Peek,58.88066666666666,38
02/17/2025,Isabelle Kent,45.93666666666667,38
02/18/2025,Carsyn Martz,60.873333333333335,38
02/24/2025,Camille Quarterman,65.367,39
02/24/2025,Taylor Rish,51.78933333333333,39
02/24/2025,Kirsten Ruf,58.26666666666667,39
02/24/2025,Isabelle Kent,48.873,39
02/24/2025,Jessica Molina,59.54533333333333,39
02/24/2025,Sophie Zhang,55.84166666666667,39
02/24/2025,Dayo Tennyson,66.18433333333333,39
02/24/2025,Lilly Reuscher,62.910333333333334,39
02/24/2025,Kallie McKinney,56.790333333333336,39
02/24/2025,Carsyn Martz,60.26766666666666,39
02/24/2025,Kenna Sanders,45.49966666666666,39
02/24/2025,Piper Biziorek,47.49466666666666,39
02/24/2025,Mia Brumlow,53.525,39
02/24/2025,Betty Velkova,50.15166666666667,39
02/24/2025,Naija Bruckner,52.39833333333333,39
02/24/2025,Mariana Elizondo,55.213,39
02/24/2025,Bailey Peek,55.998333333333335,39
02/24/2025,Lauren Pickup,52.001666666666665,39
02/24/2025,Jordyn Mariam,60.762,39
03/03/2025,Betty Velkova,47.59799999999999,40
03/03/2025,Jessica Molina,61.138,40
03/03/2025,Sophie Zhang,54.68333333333334,40
03/03/2025,Megan Sweeney,51.33766666666667,40
03/03/2025,Kirsten Ruf,59.486333333333334,40
03/03/2025,Taylor Rish,53.535,40
03/03/2025,Lilly Reuscher,60.94733333333334,40
03/03/2025,Carsyn Martz,61.58566666666667,40
03/03/2025,Dayo Tennyson,69.347,40
03/03/2025,Isabelle Kent,43.625,40
03/03/2025,Naija Bruckner,49.51733333333333,40
03/03/2025,Mia Brumlow,55.660666666666664,40
03/03/2025,Piper Biziorek,45.28133333333333,40
03/03/2025,Kenna Sanders,43.20133333333333,40
03/03/2025,Jordyn Mariam,59.68933333333333,40
03/03/2025,Lauren Pickup,53.57366666666667,40
03/03/2025,Camille Quarterman,61.14233333333333,40
03/03/2025,Bailey Peek,52.685333333333325,40
03/03/2025,Mariana Elizondo,54.41966666666667,40
03/03/2025,Kallie McKinney,56.648,40
03/10/2025,Kirsten Ruf,56.70633333333333,41
03/10/2025,Piper Biziorek,46.029,41
03/10/2025,Allie Love,48.867,41
03/10/2025,Jules Johnston,51.211000000000006,41
03/10/2025,Sophie Zhang,57.994,41
03/10/2025,Lilly Reuscher,52.87533333333334,41
03/10/2025,Jessica Molina,54.278333333333336,41
03/10/2025,Carsyn Martz,59.852666666666664,41
03/10/2025,Taylor Rish,51.697333333333326,41
03/10/2025,Jordyn Mariam,57.39333333333334,41
03/10/2025,Mariana Elizondo,56.16,41
03/10/2025,Kallie McKinney,54.18033333333333,41
03/10/2025,Mia Brumlow,49.95366666666666,41
03/10/2025,Dayo Tennyson,62.36666666666667,41
03/10/2025,Betty Velkova,45.36933333333334,41
03/10/2025,Camille Quarterman,60.969,41
03/10/2025,Bailey Peek,54.7,41
03/10/2025,Megan Sweeney,51.62866666666667,41
03/10/2025,Lauren Pickup,56.556333333333335,41
03/10/2025,Kenna Sanders,46.144000000000005,41
03/12/2025,Gabriela Quintero,47.949666666666666,41
03/26/2025,Taylor Rish,55.113,43
03/27/2025,Naija Bruckner,52.555,43
03/27/2025,Jessica Molina,57.65033333333333,43
03/27/2025,Jules Johnston,52.282,43
03/27/2025,Betty Velkova,53.01433333333333,43
03/27/2025,Kirsten Ruf,59.090666666666664,43
03/27/2025,Megan Sweeney,53.34366666666667,43
03/27/2025,Dayo Tennyson,68.419,43
03/27/2025,Carsyn Martz,63.486333333333334,43
03/27/2025,Isabelle Kent,50.85666666666666,43
03/27/2025,Sophie Zhang,55.139,43
03/27/2025,Kallie McKinney,56.56166666666667,43
03/27/2025,Lilly Reuscher,62.334333333333326,43
03/27/2025,Piper Biziorek,47.933,43
03/27/2025,Allie Love,52.00133333333334,43
03/27/2025,Kenna Sanders,41.719,43
03/27/2025,Lauren Pickup,56.27866666666667,43
03/27/2025,Mia Brumlow,59.13566666666667,43
03/27/2025,Bailey Peek,57.39433333333333,43
03/27/2025,Mariana Elizondo,57.56133333333333,43
03/27/2025,Camille Quarterman,68.321,43
03/27/2025,Jordyn Mariam,60.83833333333333,43
03/31/2025,Dayo Tennyson,64.11933333333333,44
03/31/2025,Naija Bruckner,53.230999999999995,44
03/31/2025,Mariana Elizondo,50.42166666666666,44
03/31/2025,Betty Velkova,45.226333333333336,44
03/31/2025,Isabelle Kent,46.638666666666666,44
03/31/2025,Jessica Molina,56.66400000000001,44
03/31/2025,Jules Johnston,50.564,44
03/31/2025,Mia Brumlow,56.385333333333335,44
03/31/2025,Megan Sweeney,50.09466666666666,44
03/31/2025,Kirsten Ruf,53.681999999999995,44
03/31/2025,Taylor Rish,54.16733333333334,44
03/31/2025,Lauren Pickup,53.373999999999995,44
03/31/2025,Piper Biziorek,45.66533333333333,44
03/31/2025,Kenna Sanders,40.996,44
03/31/2025,Carsyn Martz,61.788333333333334,44
03/31/2025,Jordyn Mariam,57.401,44
03/31/2025,Lilly Reuscher,60.597,44
03/31/2025,Kallie McKinney,50.397499999999994,44
04/01/2025,Allie Love,52.922666666666665,44
04/01/2025,Camille Quarterman,61.56933333333333,44
04/09/2025,Taylor Rish,56.08866666666666,45
04/09/2025,Kirsten Ruf,58.952333333333335,45
04/09/2025,Megan Sweeney,51.385333333333335,45
04/09/2025,Jessica Molina,58.010333333333335,45
04/09/2025,Sophie Zhang,52.86533333333333,45
04/09/2025,Dayo Tennyson,73.66866666666667,45
04/09/2025,Lilly Reuscher,55.852,45
04/09/2025,Kallie McKinney,56.97133333333333,45
04/09/2025,Carsyn Martz,61.772,45
04/09/2025,Carsyn Martz,65.667,45
04/09/2025,Jules Johnston,52.461333333333336,45
04/09/2025,Betty Velkova,46.764,45
04/09/2025,Mia Brumlow,57.99966666666666,45
04/09/2025,Allie Love,50.181,45
04/09/2025,Piper Biziorek,47.47666666666667,45
04/09/2025,Kenna Sanders,39.73533333333334,45
04/09/2025,Mariana Elizondo,54.946,45
04/09/2025,Bailey Peek,56.050333333333334,45
04/09/2025,Naija Bruckner,49.61333333333334,45
04/09/2025,Jordyn Mariam,59.94833333333333,45
04/09/2025,Lauren Pickup,53.69566666666666,45
04/09/2025,Camille Quarterman,64.39033333333333,45
04/15/2025,Jessica Molina,60.24866666666667,46
04/15/2025,Naija Bruckner,52.584,46
04/15/2025,Jordyn Mariam,60.91966666666667,46
04/15/2025,Megan Sweeney,51.97299999999999,46
04/15/2025,Taylor Rish,51.159,46
04/15/2025,Isabelle Kent,47.11533333333333,46
04/15/2025,Betty Velkova,51.40833333333333,46
04/15/2025,Dayo Tennyson,70.69566666666667,46
04/15/2025,Kallie McKinney,59.90966666666666,46
04/15/2025,Lilly Reuscher,61.35033333333333,46
04/15/2025,Carsyn Martz,66.63133333333333,46
04/15/2025,Kenna Sanders,43.365,46
04/15/2025,Allie Love,51.7,46
04/15/2025,Piper Biziorek,50.39433333333333,46
04/15/2025,Mia Brumlow,55.992999999999995,46
04/15/2025,Jules Johnston,56.12466666666666,46
04/15/2025,Mariana Elizondo,55.41233333333333,46
04/15/2025,Bailey Peek,57.21033333333333,46
04/15/2025,Lauren Pickup,53.157,46
04/15/2025,Camille Quarterman,66.08833333333332,46
04/16/2025,Kirsten Ruf,57.578,46
04/21/2025,Sophie Zhang,53.74166666666667,47
04/21/2025,Isabelle Kent,49.11966666666667,47
04/21/2025,Kirsten Ruf,61.709,47
04/21/2025,Jules Johnston,57.508,47
04/21/2025,Piper Biziorek,48.047,47
04/21/2025,Jordyn Mariam,61.401666666666664,47
04/21/2025,Mariana Elizondo,59.21733333333333,47
04/21/2025,Betty Velkova,50.206,47
04/21/2025,Megan Sweeney,52.85633333333334,47
04/21/2025,Naija Bruckner,58.157999999999994,47
04/21/2025,Taylor Rish,54.75466666666667,47
04/21/2025,Dayo Tennyson,69.82533333333333,47
04/21/2025,Camille Quarterman,66.996,47
04/21/2025,Allie Love,56.224333333333334,47
04/21/2025,Lilly Reuscher,63.95766666666666,47
04/21/2025,Kenna Sanders,39.318000000000005,47
04/21/2025,Carsyn Martz,68.84833333333334,47
04/21/2025,Jessica Molina,61.3585,47
04/21/2025,Mia Brumlow,58.093333333333334,47
04/21/2025,Bailey Peek,60.409,47
04/22/2025,Lauren Pickup,58.536,47
04/25/2025,Faith Hutchins,59.196666666666665,47
05/23/2025,Naija Bruckner,51.56366666666667,51
06/04/2025,Naija Bruckner,48.053666666666665,53
06/13/2025,Naija Bruckner,55.141333333333336,54
06/17/2025,Kirsten Ruf,59.42166666666666,55
06/17/2025,Allie Love,50.03866666666667,55
06/17/2025,Mia Brumlow,51.835,55
06/17/2025,Jordyn Mariam,58.98,55
06/17/2025,Dayo Tennyson,65.87,55
06/17/2025,Naija Bruckner,59.602666666666664,55
06/24/2025,Naija Bruckner,52.37533333333334,56
06/24/2025,Jordyn Mariam,71.55466666666666,56
06/24/2025,Mia Brumlow,65.77266666666667,56
06/24/2025,Dayo Tennyson,79.94966666666666,56
06/24/2025,Kirsten Ruf,56.51833333333334,56
06/24/2025,Allie Love,62.261,56
06/24/2025,Naija Bruckner,77.47833333333334,56
07/01/2025,Naija Bruckner,56.913333333333334,57
07/01/2025,Jessica Molina,59.74,57
07/01/2025,Mia Brumlow,56.85833333333333,57
07/01/2025,Jordyn Mariam,60.03133333333333,57
07/01/2025,Dayo Tennyson,61.797333333333334,57
07/08/2025,Lilly Reuscher,61.413,58
07/08/2025,Mariana Elizondo,57.419,58
07/08/2025,Naija Bruckner,58.172,58
07/08/2025,Kirsten Ruf,59.001,58
07/08/2025,Lauren Pickup,55.80833333333334,58
07/08/2025,Isabelle Kent,46.44133333333334,58
07/08/2025,Betty Velkova,48.349333333333334,58
07/08/2025,Kenna Sanders,45.050666666666665,58
07/08/2025,Dayo Tennyson,65.2525,58
07/08/2025,Megan Sweeney,48.934333333333335,58
07/15/2025,Naija Bruckner,53.473000000000006,59
07/15/2025,Mariana Elizondo,51.311,59
07/15/2025,Jessica Molina,57.21333333333333,59
07/15/2025,Kenna Sanders,43.36966666666667,59
07/15/2025,Mia Brumlow,55.931,59
07/15/2025,Kirsten Ruf,56.465,59
07/15/2025,Isabelle Kent,47.199000000000005,59
07/15/2025,Dayo Tennyson,60.800666666666665,59
07/15/2025,Jordyn Mariam,59.154,59
07/15/2025,Taylor Rish,52.95766666666666,59
07/15/2025,Megan Sweeney,49.760333333333335,59
07/15/2025,Betty Velkova,44.09133333333333,59
07/15/2025,Lauren Pickup,53.812333333333335,59
07/15/2025,Jules Johnston,53.992333333333335,59
07/15/2025,Carsyn Martz,60.41966666666667,59
07/22/2025,Naija Bruckner,58.37133333333333,60
07/22/2025,Jessica Molina,60.14966666666667,60
07/22/2025,Kirsten Ruf,57.593,60
07/22/2025,Isabelle Kent,48.383,60
07/22/2025,Kenna Sanders,45.1375,60
07/22/2025,Dayo Tennyson,59.91366666666667,60
07/22/2025,Jordyn Mariam,62.065999999999995,60
07/22/2025,Taylor Rish,57.494,60
07/22/2025,Megan Sweeney,50.782,60
07/22/2025,Betty Velkova,49.60966666666667,60
07/22/2025,Lauren Pickup,56.385333333333335,60
07/22/2025,Jules Johnston,56.18933333333334,60
07/22/2025,Carsyn Martz,66.574,60
07/31/2025,Jules Johnston,52.27066666666667,61
07/31/2025,Megan Sweeney,49.97233333333333,61
07/31/2025,Mia Brumlow,54.76233333333334,61
07/31/2025,Dayo Tennyson,62.89333333333334,61
07/31/2025,Isabelle Kent,45.800666666666665,61
07/31/2025,Jordyn Mariam,59.67666666666667,61
07/31/2025,Jessica Molina,58.354000000000006,61
07/31/2025,Mariana Elizondo,53.203,61
07/31/2025,Naija Bruckner,57.294,61
07/31/2025,Carsyn Martz,62.81466666666666,61
07/31/2025,Kirsten Ruf,53.538999999999994,61
07/31/2025,Piper Biziorek,45.83133333333333,61
07/31/2025,Sophie Zhang,51.55766666666667,61
07/31/2025,Taylor Rish,51.010333333333335,61
07/31/2025,Camille Quarterman,58.93033333333333,61
07/31/2025,Allie Love,46.26233333333334,61
07/31/2025,Kenna Sanders,42.98266666666667,61
07/31/2025,Lauren Pickup,55.135,61
08/03/2025,Sophie Zhang,54.40366666666667,61
08/03/2025,Piper Biziorek,45.952333333333335,61
08/03/2025,Kirsten Ruf,56.38399999999999,61
08/03/2025,Mia Brumlow,54.32533333333333,61
08/03/2025,Betty Velkova,49.099,61
08/03/2025,Jessica Molina,61.137,61
08/03/2025,Carsyn Martz,59.10033333333333,61
08/03/2025,Camille Quarterman,64.688,61
08/03/2025,Lauren Pickup,56.2265,61
08/03/2025,Megan Sweeney,54.35333333333333,61
08/03/2025,Jordyn Mariam,56.876,61
08/03/2025,Taylor Rish,52.921499999999995,61
08/03/2025,Jules Johnston,56.24366666666666,61
08/03/2025,Allie Love,51.502,61
08/03/2025,Kenna Sanders,42.59,61
08/03/2025,Isabelle Kent,47.99266666666667,61
08/03/2025,Dayo Tennyson,64.8655,61
08/03/2025,Mariana Elizondo,51.64666666666667,61
08/03/2025,Naija Bruckner,56.974333333333334,61
08/05/2025,Allie Love,53.72866666666667,62
08/05/2025,Kirsten Ruf,58.715666666666664,62
08/05/2025,Sophie Zhang,56.867,62
08/05/2025,Mia Brumlow,57.281666666666666,62
08/05/2025,Camille Quarterman,65.55566666666667,62
08/05/2025,Piper Biziorek,45.22666666666667,62
08/05/2025,Jordyn Mariam,60.105999999999995,62
08/05/2025,Naija Bruckner,58.93833333333333,62
08/05/2025,Mariana Elizondo,56.623,62
08/05/2025,Jessica Molina,58.38833333333333,62
08/05/2025,Jules Johnston,57.46866666666667,62
08/05/2025,Carsyn Martz,64.72766666666666,62
08/05/2025,Lauren Pickup,58.74966666666666,62
08/05/2025,Isabelle Kent,51.037,62
08/05/2025,Betty Velkova,51.39266666666666,62
08/05/2025,Dayo Tennyson,63.072333333333326,62
08/05/2025,Megan Sweeney,54.60966666666667,62
08/05/2025,Kenna Sanders,45.145,62
08/05/2025,Taylor Rish,57.26833333333334,62
08/08/2025,Kirsten Ruf,62.596,62
08/08/2025,Dayo Tennyson,60.80466666666666,62
08/08/2025,Naija Bruckner,57.57633333333334,62
08/08/2025,Piper Biziorek,41.26133333333333,62
08/08/2025,Isabelle Kent,51.047666666666665,62
08/08/2025,Lauren Pickup,59.47566666666666,62
08/08/2025,Mia Brumlow,55.10833333333333,62
08/08/2025,Mariana Elizondo,51.44766666666667,62
08/08/2025,Allie Love,53.88366666666667,62
08/08/2025,Camille Quarterman,63.67850000000001,62
08/08/2025,Megan Sweeney,54.229000000000006,62
08/08/2025,Sophie Zhang,54.156666666666666,62
08/08/2025,Jordyn Mariam,57.892,62
08/08/2025,Carsyn Martz,61.672,62
08/08/2025,Kenna Sanders,45.285666666666664,62
08/08/2025,Betty Velkova,52.330666666666666,62
